-1.392241567373275757e-01	-3.844068199396133423e-02	-2.303081899881362915e-01
1.279217749834060669e-01	-3.277316093444824219e-01	1.897436380386352539e-01
-1.183094382286071777e-01	1.123983561992645264e-01	2.390425950288772583e-01
-2.354494184255599976e-01	4.176406860351562500e-01	-1.209892556071281433e-01
1.564817875623703003e-01	-2.413485497236251831e-01	-1.790759265422821045e-01
-2.656790912151336670e-01	1.411710232496261597e-01	-3.666253387928009033e-02
1.357428282499313354e-01	-5.443428084254264832e-02	2.331548333168029785e-01
1.075343191623687744e-01	7.406818121671676636e-02	-2.391837686300277710e-01
-1.056551635265350342e-01	2.272113412618637085e-01	-2.437533587217330933e-01
2.514767646789550781e-01	-1.835255324840545654e-01	3.870073705911636353e-02
2.174683809280395508e-01	-3.877515792846679688e-01	-3.810371831059455872e-02
-2.401947826147079468e-01	2.751921713352203369e-01	1.174209117889404297e-01
4.566894844174385071e-02	-1.083907410502433777e-01	-2.652831971645355225e-01
2.180835306644439697e-01	-6.084930524230003357e-02	-1.526249498128890991e-01
-9.010093659162521362e-02	2.847707271575927734e-01	2.501150965690612793e-01
5.845504626631736755e-02	9.630984067916870117e-02	2.596058249473571777e-01
-3.045885451138019562e-02	-5.100707709789276123e-02	2.676905095577239990e-01
3.593218326568603516e-02	-2.022433131933212280e-01	2.491484582424163818e-01
-1.990683525800704956e-01	1.123974770307540894e-01	-1.778456419706344604e-01
-2.350100129842758179e-01	2.591985762119293213e-01	-1.286345422267913818e-01
-2.328130900859832764e-01	1.171032786369323730e-01	1.357871890068054199e-01
-3.945745527744293213e-02	9.325172752141952515e-02	-2.608893513679504395e-01
1.802964359521865845e-01	-1.856345683336257935e-01	1.834165006875991821e-01
-2.680517435073852539e-01	3.233487308025360107e-01	-8.278282359242439270e-03
2.128987908363342285e-01	-3.093653023242950439e-01	8.497674018144607544e-02
-1.589085906744003296e-01	3.457573652267456055e-01	-2.124691605567932129e-01
2.252015769481658936e-01	-2.618238627910614014e-01	-6.487103551626205444e-02
2.651855647563934326e-01	-8.932143449783325195e-02	-3.711070865392684937e-02
-1.722658872604370117e-01	2.171054929494857788e-01	2.047705948352813721e-01
1.521758139133453369e-01	-1.280751675367355347e-01	-2.196750640869140625e-01
1.713330000638961792e-01	-3.476796746253967285e-01	-1.448039114475250244e-01
-1.138076838105916977e-02	-1.260485313832759857e-02	-2.659862339496612549e-01
-2.087147906422615051e-02	1.697573810815811157e-01	2.675147354602813721e-01
