-2.573463618755340576e-01	-1.390471905469894409e-01	2.409693449735641479e-01
4.053594768047332764e-01	-7.787384986877441406e-01	-4.550321400165557861e-01
4.115847349166870117e-01	2.778556942939758301e-01	-4.588050246238708496e-01
-3.727964162826538086e-01	4.895140826702117920e-01	3.052968978881835938e-01
-2.470652759075164795e-01	-6.556484103202819824e-01	3.066173791885375977e-01
4.313923120498657227e-01	-3.285399377346038818e-01	-4.632381498813629150e-01
2.394046820700168610e-02	-3.526477888226509094e-02	-1.185858473181724548e-01
3.000962138175964355e-01	-3.642493858933448792e-02	-3.335455060005187988e-01
-2.930000424385070801e-01	1.724981069564819336e-01	2.901110351085662842e-01
1.187151372432708740e-01	-2.630805075168609619e-01	-2.736510932445526123e-01
-8.807624131441116333e-02	5.056431889533996582e-01	2.771889567375183105e-01
9.287093579769134521e-02	-2.630805075168609619e-01	1.932224072515964508e-02
-7.946465164422988892e-02	-3.526477888226509094e-02	1.055230423808097839e-01
3.628202974796295166e-01	-5.522715449333190918e-01	-4.599368870258331299e-01
4.185645580291748047e-01	-2.095056772232055664e-01	-2.480898648500442505e-01
-2.425378262996673584e-01	-4.442729353904724121e-01	2.927520573139190674e-01
4.203566610813140869e-01	-1.216353699564933777e-01	-4.828571677207946777e-01
-1.479329466819763184e-01	3.096421658992767334e-01	2.337065339088439941e-01
-1.029413789510726929e-01	9.477686136960983276e-02	2.645497918128967285e-01
-1.225603520870208740e-01	-2.630805075168609619e-01	1.485338360071182251e-01
4.196020960807800293e-01	7.628975808620452881e-02	-4.368280172348022461e-01
-2.360296100378036499e-01	6.172259449958801270e-01	3.108618855476379395e-01
-1.053702272474765778e-02	-2.630805075168609619e-01	-1.444300562143325806e-01
1.887963265180587769e-01	-3.526477888226509094e-02	-1.947979629039764404e-01
2.307695895433425903e-01	-2.630805075168609619e-01	-9.269447624683380127e-02
8.425934612751007080e-02	-3.526477888226509094e-02	4.517587646842002869e-02
-2.271633595228195190e-01	4.091518521308898926e-01	3.482133746147155762e-01
